2019_05_13_22_46_37,,杨开智,混合,,,,,
L_Thign,L_calf,L_Foot,R_Thign,R_calf,R_Foot,Pelvis_x,Pelvis_y,Pelvis_z
-25.79,62.5,-16.44,-2.42,19.02,-19.36,2.104319,-3.102814,3.978256
-28.52,61.54,-26.25,-0.26,16.68,-18.83,1.962271,-2.900925,4.035599
-28.52,61.54,-26.25,-0.26,16.68,-18.83,1.962271,-2.900925,4.035599
-28.52,61.54,-26.25,-0.26,16.68,-18.83,1.747099,-2.737595,3.975243
-29.24,57.66,-28.58,1.82,14.06,-17.65,1.576524,-2.635231,3.76783
-29.24,57.66,-28.58,1.82,14.06,-17.65,1.716547,-2.522049,3.518089
-29.24,57.66,-28.58,1.82,14.06,-17.65,1.716547,-2.522049,3.518089
-29.33,46.12,-23.4,5.77,9.77,-17.01,2.824374,-2.455872,3.402237
-27.97,38.14,-22.8,5.77,8.86,-15.5,3.597565,-2.418716,3.474274
-27.97,38.14,-22.8,5.77,8.86,-15.5,3.597565,-2.418716,3.474274
-27.97,38.14,-22.8,5.77,8.86,-15.5,3.881085,-2.304947,3.558487
-27.33,25.57,-19.42,8.73,5.9,-15.14,3.695778,-2.298775,3.488464
-27.33,25.57,-19.42,8.73,5.9,-15.14,3.428815,-2.460289,3.291206
-27.33,25.57,-19.42,8.73,5.9,-15.14,3.428815,-2.460289,3.291206
-27.86,22.21,-17.61,9.55,4.98,-14.58,3.445945,-2.789017,3.067772
-29.05,21.6,-16.05,9.11,6.11,-13.83,3.81486,-3.180038,2.832092
-29.05,21.6,-16.05,9.11,6.11,-13.83,4.35429,-3.601097,2.612305
-29.05,21.6,-16.05,9.11,6.11,-13.83,4.35429,-3.601097,2.612305
-29.05,21.6,-16.05,9.11,6.11,-13.83,4.820803,-3.942871,2.521538
-31.36,24.96,-11.23,7.95,7.27,-12.4,4.935746,-4.229836,2.664986
-31.36,24.96,-11.23,7.95,7.27,-12.4,4.935746,-4.229836,2.664986
-31.36,24.96,-11.23,7.95,7.27,-12.4,4.544055,-4.269341,2.763481
-31.85,30.91,-9.09,6.07,9.15,-5.76,3.908797,-4.234489,2.71328
-30.74,33.15,-9.52,0.01,15.21,6.94,3.258998,-4.216736,2.492355
-30.74,33.15,-9.52,0.01,15.21,6.94,3.258998,-4.216736,2.492355
-30.74,33.15,-9.52,0.01,15.21,6.94,2.758839,-4.284164,2.116486
-30.74,33.15,-9.52,0.01,15.21,6.94,2.464568,-4.364151,1.663315
-30.74,33.15,-9.52,0.01,15.21,6.94,2.464568,-4.364151,1.663315
-27.28,36.41,-14.7,-3.66,20.27,12.33,2.344755,-4.45118,1.204185
-24.99,36.6,-16.89,-11.17,29.95,18.68,2.290378,-4.617897,0.8029709
-20.11,34.64,-19.23,-14.29,33.07,18.47,2.235937,-4.818413,0.496994
-20.11,34.64,-19.23,-14.29,33.07,18.47,2.235937,-4.818413,0.496994
-20.11,34.64,-19.23,-14.29,33.07,18.47,2.15688,-5.095825,0.2924652
-20.11,34.64,-19.23,-14.29,33.07,18.47,2.038437,-5.370583,0.187027
-20.11,34.64,-19.23,-14.29,33.07,18.47,2.038437,-5.370583,0.187027
-17.89,33.16,-19.6,-18.9,43.45,9.83,1.88072,-5.593781,0.145134
-15.72,31.91,-19.74,-20.63,50.26,0.03,1.704165,-5.667122,0.1100616
-15.72,31.91,-19.74,-20.63,50.26,0.03,1.425432,-5.516701,-0.001647949
-15.72,31.91,-19.74,-20.63,50.26,0.03,1.425432,-5.516701,-0.001647949
-11.23,27.49,-19.43,-22.03,56.02,-10.51,1.376859,-5.318878,-0.06660461
-6.69,22.64,-18.37,-23.59,56.08,-9.01,1.502395,-5.075455,-0.09308624
-4.39,20.06,-17.78,-23.51,44.73,-11.27,1.717378,-4.944344,-0.09181213
-4.39,20.06,-17.78,-23.51,44.73,-11.27,1.717378,-4.944344,-0.09181213
-4.39,20.06,-17.78,-23.51,44.73,-11.27,1.847134,-4.894264,-0.1139221
-4.39,20.06,-17.78,-23.51,44.73,-11.27,1.616824,-4.567154,-0.2930527
-4.39,20.06,-17.78,-23.51,44.73,-11.27,1.616824,-4.567154,-0.2930527
-1.96,17.29,-17.15,-21.76,27.34,-2.76,0.920413,-4.268997,-0.6330109
2.55,11.63,-15.47,-20.81,19.84,-4.17,0.1570802,-4.209015,-1.045456
4.22,9.21,-14.45,-21.2,14.91,-11.13,-0.08392334,-4.101044,-1.371506
4.22,9.21,-14.45,-21.2,14.91,-11.13,-0.08392334,-4.101044,-1.371506
4.22,9.21,-14.45,-21.2,14.91,-11.13,0.3734028,-3.931854,-1.538567
5.23,7.2,-13.21,-22.16,11.76,-9.64,1.46305,-3.929253,-1.386948
5.23,7.2,-13.21,-22.16,11.76,-9.64,1.46305,-3.929253,-1.386948
5.23,7.2,-13.21,-22.16,11.76,-9.64,1.697734,-3.990814,-1.214493
5.29,7.32,-12.72,-23.54,13.93,-11.04,1.672348,-4.041809,-0.4319305
5.29,7.32,-12.72,-23.54,13.93,-11.04,1.149035,-4.041496,0.1432724
5.29,7.32,-12.72,-23.54,13.93,-11.04,1.149035,-4.041496,0.1432724
4.59,8.9,-12.73,-25.7,21.57,-9.81,0.4959306,-4.17894,0.6875534
3.62,13.75,-14.96,-25.55,25.09,-9.68,0.003258228,-4.34716,1.151749
3.62,13.75,-14.96,-25.55,25.09,-9.68,0.003258228,-4.34716,1.151749
3.62,13.75,-14.96,-25.55,25.09,-9.68,-0.09402466,-4.429062,1.516777
0.6,19.6,-9.97,-24.91,28.02,-8.06,0.2195323,-4.424034,1.853279
0.6,19.6,-9.97,-24.91,28.02,-8.06,0.7582583,-4.391052,2.262665
0.6,19.6,-9.97,-24.91,28.02,-8.06,0.7582583,-4.391052,2.262665
-1.96,28.75,-10.3,-21.89,31.93,-13.86,1.289906,-4.341476,2.726738
-8.31,38.48,0.26,-19.51,32.07,-15.26,1.659415,-4.294205,3.226822
-11.54,44.88,2.82,-15.02,30.76,-18.05,1.850176,-4.272171,3.706818
-11.54,44.88,2.82,-15.02,30.76,-18.05,1.850176,-4.272171,3.706818
-11.54,44.88,2.82,-15.02,30.76,-18.05,1.901619,-4.267525,4.280258
-11.54,44.88,2.82,-15.02,30.76,-18.05,1.904709,-4.29837,4.421356
-11.54,44.88,2.82,-15.02,30.76,-18.05,1.904709,-4.29837,4.421356
-17.33,56.18,0.46,-12.82,29.44,-18.5,1.989998,-4.466423,4.788071
-19.53,59.97,-3.03,-10.75,28.08,-18.44,2.134378,-4.604805,5.022827
-21.66,62.27,-7.31,-6.5,24.3,-18.61,2.31254,-4.719444,5.235931
-21.66,62.27,-7.31,-6.5,24.3,-18.61,2.31254,-4.719444,5.235931
-21.66,62.27,-7.31,-6.5,24.3,-18.61,2.480242,-4.728836,5.41114
-21.66,62.27,-7.31,-6.5,24.3,-18.61,2.613966,-4.422211,5.591583
-21.66,62.27,-7.31,-6.5,24.3,-18.61,2.613966,-4.422211,5.591583
-25.66,64.59,-17.21,-4.38,22.18,-18.06,2.736645,-3.973663,5.844124
-25.66,64.59,-17.21,-4.38,22.18,-18.06,2.854529,-3.565582,6.14328
-27.23,59.84,-24.22,-0.34,18.14,-17.8,2.926892,-3.245766,6.39521
-27.23,59.84,-24.22,-0.34,18.14,-17.8,2.926892,-3.245766,6.39521
-29.08,57.4,-26.86,3.78,14.02,-17.36,2.963472,-2.993217,6.528008
-29.08,57.4,-26.86,3.78,14.02,-17.36,3.011105,-2.822014,6.52507
-29.18,46.43,-28.66,5.81,12.22,-17.39,3.137202,-2.720726,6.328491
-29.18,46.43,-28.66,5.81,12.22,-17.39,3.137202,-2.720726,6.328491
-29.18,46.43,-28.66,5.81,12.22,-17.39,3.522003,-2.525909,6.06031
-27.95,38.71,-27.48,7.59,10.49,-17.25,4.194795,-2.392929,5.802612
-27.95,38.71,-27.48,7.59,10.49,-17.25,4.194795,-2.392929,5.802612
-27.06,31.27,-25.13,9.84,8.17,-16.62,5.042281,-2.110214,5.629135
-26.41,20.5,-18.06,10.04,7.68,-15.94,5.048992,-1.984306,5.554108
-26.41,20.5,-18.06,10.04,7.68,-15.94,4.75176,-2.026985,5.313362
-26.41,20.5,-18.06,10.04,7.68,-15.94,4.75176,-2.026985,5.313362
-26.41,20.5,-18.06,10.04,7.68,-15.94,4.566943,-2.241829,4.979485
-26.87,18.88,-15.11,9.75,8.48,-15.86,4.675495,-2.576515,4.575531
-26.87,18.88,-15.11,9.75,8.48,-15.86,4.675495,-2.576515,4.575531
-27.65,20.76,-13.54,7.7,10.53,-13,4.97536,-2.861305,4.121582
-27.65,20.76,-13.54,7.7,10.53,-13,5.251194,-3.078651,3.68399
-27.65,20.76,-13.54,7.7,10.53,-13,5.299445,-3.172371,3.341164
-27.65,20.76,-13.54,7.7,10.53,-13,5.299445,-3.172371,3.341164
-29.2,25.05,-9.42,5.77,13.55,-10.92,5.03509,-3.215622,3.085732
-28.37,31.25,-11.69,-0.52,21.63,-12.7,4.538603,-3.195709,2.809143
-28.37,31.25,-11.69,-0.52,21.63,-12.7,4.538603,-3.195709,2.809143
-28.37,31.25,-11.69,-0.52,21.63,-12.7,3.916028,-3.173752,2.465408
-26.89,33.43,-14.39,-4.31,28.07,-10.4,3.32846,-3.207199,2.096214
-24.8,37.31,-19.48,-11.14,34.9,2.61,2.7922,-3.310852,1.508682
-24.8,37.31,-19.48,-11.14,34.9,2.61,2.7922,-3.310852,1.508682
-24.8,37.31,-19.48,-11.14,34.9,2.61,2.653939,-3.452576,1.185379
-24.8,37.31,-19.48,-11.14,34.9,2.61,2.615217,-3.630356,0.9771729
-20.18,34.53,-20.98,-16.14,43.01,7.05,2.604894,-3.81147,0.8851471
-20.18,34.53,-20.98,-16.14,43.01,7.05,2.604894,-3.81147,0.8851471
-18,34.42,-22.15,-18.21,54.5,-3.98,2.572035,-4.012207,0.9049149
-13.94,31.09,-22.39,-20.26,60.21,-12.13,2.500789,-4.178223,1.007858
-13.94,31.09,-22.39,-20.26,60.21,-12.13,2.500789,-4.178223,1.007858
-13.94,31.09,-22.39,-20.26,60.21,-12.13,2.400074,-4.219627,1.132004
-13.94,31.09,-22.39,-20.26,60.21,-12.13,2.316698,-4.09507,1.210052
-11.83,29.48,-22.39,-23.55,61.34,-24.96,2.273322,-3.85643,1.150787
-11.83,29.48,-22.39,-23.55,61.34,-24.96,2.273322,-3.85643,1.150787
-9.64,27.61,-21.81,-24.52,56.71,-26.16,2.250614,-3.630219,0.9531784
-5.66,23.56,-21.33,-24.84,49.76,-32.75,2.257946,-3.452469,0.6993256
-5.66,23.56,-21.33,-24.84,49.76,-32.75,2.257946,-3.452469,0.6993256
-5.66,23.56,-21.33,-24.84,49.76,-32.75,2.288242,-3.307678,0.486702
-3.81,21.6,-20.85,-23.52,32.65,-23.14,2.336578,-3.321945,0.2678528
-1.88,19.37,-20.17,-22.22,24.43,-21.24,2.086601,-3.090256,-0.1018448
-1.88,19.37,-20.17,-22.22,24.43,-21.24,2.086601,-3.090256,-0.1018448
-1.88,19.37,-20.17,-22.22,24.43,-21.24,1.321631,-2.783211,-0.6037064
-1.88,19.37,-20.17,-22.22,24.43,-21.24,0.5268736,-2.762291,-0.9496613
-1.88,19.37,-20.17,-22.22,24.43,-21.24,0.5268736,-2.762291,-0.9496613
1.79,15.43,-19.17,-21.36,17.4,-18.65,0.3500376,-2.665741,-1.03817
3.34,13.51,-18.43,-22.52,11.64,-12.8,0.6597109,-2.419174,-0.9448318
4.53,11.99,-17.64,-23.93,13.11,-10.99,1.05426,-2.476715,-0.7129745
4.53,11.99,-17.64,-23.93,13.11,-10.99,1.05426,-2.476715,-0.7129745
4.53,11.99,-17.64,-23.93,13.11,-10.99,1.243035,-2.669815,-0.2904434
4.53,11.99,-17.64,-23.93,13.11,-10.99,1.071984,-2.882072,0.3063736
4.53,11.99,-17.64,-23.93,13.11,-10.99,1.071984,-2.882072,0.3063736
5.25,11.6,-16.49,-25.5,16.26,-5.06,0.5575448,-3.112221,0.9355469
4.83,12.95,-15.91,-27.12,25.35,-8.62,-0.07345581,-3.411476,1.503349
3.85,17.92,-13,-26.65,29.4,-10.41,-0.6475525,-3.899551,2.236351
3.85,17.92,-13,-26.65,29.4,-10.41,-0.6475525,-3.899551,2.236351
3.85,17.92,-13,-26.65,29.4,-10.41,-0.5098877,-4.097977,2.6595
-0.11,24.75,-9.89,-25.42,32.4,-11.69,-0.040802,-4.229553,3.10305
-0.11,24.75,-9.89,-25.42,32.4,-11.69,0.586614,-4.319046,3.600769
-0.11,24.75,-9.89,-25.42,32.4,-11.69,0.586614,-4.319046,3.600769
-3.28,34.83,-9.85,-20.93,31.8,-15.15,1.184487,-4.392456,4.123337
-3.28,34.83,-9.85,-20.93,31.8,-15.15,1.615136,-4.466118,4.657234
-3.28,34.83,-9.85,-20.93,31.8,-15.15,1.615136,-4.466118,4.657234
-10.06,44.94,-5.85,-18.54,29.42,-14.82,1.848331,-4.529099,5.165504
-13.37,48.25,0.99,-15.98,31.95,-19.6,1.977466,-4.58744,5.663765
-13.37,48.25,0.99,-15.98,31.95,-19.6,1.977466,-4.58744,5.663765
-18.49,56.37,2.37,-13.45,29.43,-19.22,2.139958,-4.781525,6.359879
-18.49,56.37,2.37,-13.45,29.43,-19.22,2.185484,-4.894295,6.577652
-18.49,56.37,2.37,-13.45,29.43,-19.22,2.25619,-5.170486,6.954117
-18.49,56.37,2.37,-13.45,29.43,-19.22,2.25619,-5.170486,6.954117
-20.61,62.68,-2.69,-11.01,26.98,-18.79,2.388592,-5.39196,7.313789
-20.61,62.68,-2.69,-8.59,24.57,-18.79,2.457541,-5.363342,7.378807
-20.61,62.68,-2.69,-8.59,24.57,-18.79,2.679111,-4.935707,7.52758
-20.61,62.68,-2.69,-8.59,24.57,-18.79,2.679111,-4.935707,7.52758
-20.61,62.68,-2.69,-8.59,24.57,-18.79,2.780355,-4.622719,7.660812
-20.61,63.11,-3.13,-8.59,24.57,-18.79,2.814066,-4.310669,7.83075
-20.61,63.11,-3.13,-8.59,24.57,-18.36,2.799838,-3.989311,8.011703
-20.61,63.11,-3.13,-8.59,24.57,-18.36,2.799838,-3.989311,8.011703
-20.61,63.11,-3.13,-8.59,24.57,-18.36,2.79902,-3.699623,8.180893
-22.66,62.93,-5.77,-5.81,22.96,-19.1,2.868473,-3.451073,8.280334
-22.66,62.93,-5.77,-5.81,22.96,-19.1,2.868473,-3.451073,8.280334
-24.48,55.84,-15.38,-3.08,20.96,-19.39,3.059335,-3.25161,8.163651
-24.48,55.84,-15.38,-3.08,20.96,-19.39,3.76644,-2.926598,7.816246
-25.9,55.45,-14.69,0.75,17.12,-18.61,4.026997,-2.79541,7.661774
-25.9,55.45,-14.69,0.75,17.12,-18.61,4.026997,-2.79541,7.661774
-25.9,55.45,-14.69,0.75,17.12,-18.61,4.332573,-2.545654,7.29187
-26.77,38.43,-11.26,3.26,15.01,-18.73,4.110384,-2.329117,6.537148
-26.77,38.43,-11.26,3.26,15.01,-18.73,4.110384,-2.329117,6.537148
-26.77,38.43,-11.26,3.26,15.01,-18.73,4.011906,-2.341003,6.238899
-26.77,38.43,-11.26,3.26,15.01,-18.73,4.004583,-2.543579,5.634674
-24.33,21.06,-12.53,5.79,12.32,-18.14,4.273116,-2.802383,5.038879
-24.33,21.06,-12.53,5.79,12.32,-18.14,4.273116,-2.802383,5.038879
-24.33,21.06,-12.53,5.79,12.32,-18.14,4.763344,-3.106682,4.276207
-24.33,21.06,-12.53,5.79,12.32,-18.14,4.819064,-3.114655,3.97541
-24.33,21.06,-12.53,5.79,12.32,-18.14,4.819064,-3.114655,3.97541
-24.52,20.36,-13.85,9.53,7.41,-16.97,4.570213,-3.015686,3.790215
-23.7,20.43,-15.31,8.88,8.12,-17.04,4.080124,-2.877579,3.597496
-23.7,20.43,-15.31,8.88,8.12,-17.04,3.472668,-2.77034,3.301743
-23.7,20.43,-15.31,8.88,8.12,-17.04,3.472668,-2.77034,3.301743
-26.72,24.61,-10.65,4.85,12.15,-16.58,2.922815,-2.732262,2.902229
-26.72,24.61,-10.65,4.85,12.15,-16.58,2.539873,-2.762329,2.443611
-26.72,24.61,-10.65,4.85,12.15,-16.58,2.539873,-2.762329,2.443611
-27.78,24.65,-9.78,-3.35,21.52,-16.86,2.35054,-2.824005,1.956375
-26.22,28.03,-11.39,-3.35,29.25,-17.85,2.29758,-2.977158,1.497665
-21.45,23.26,-8.7,-6.18,35.43,-13.66,2.300178,-3.184959,1.133644
-21.45,23.26,-8.7,-6.18,35.43,-13.66,2.300178,-3.184959,1.133644
-21.45,23.26,-8.7,-6.18,35.43,-13.66,2.302678,-3.390213,0.8668518
-21.45,28.9,-13.46,-9.96,45.78,-17.71,2.212494,-3.690399,0.5286102
-21.45,28.9,-13.46,-9.96,45.78,-17.71,2.061845,-3.694229,0.3118362
-21.45,28.9,-13.46,-9.96,45.78,-17.71,2.061845,-3.694229,0.3118362
-17.11,28.4,-15.96,-11.42,47.24,-9.9,1.875685,-3.584755,0.04805756
-17.11,32.18,-19.73,-14.19,53.48,-9.11,1.686136,-3.494576,-0.291832
-17.11,32.18,-19.73,-14.19,53.48,-9.11,1.686136,-3.494576,-0.291832
-17.11,32.18,-19.73,-14.19,53.48,-9.11,1.584086,-3.531403,-0.6178894
-17.11,32.18,-19.73,-14.19,53.48,-9.11,1.664133,-3.503609,-0.8811951
-15.2,32.01,-21.58,-17.86,58.12,-13.67,1.86933,-3.415977,-1.125824
-15.2,32.01,-21.58,-17.86,58.12,-13.67,1.86933,-3.415977,-1.125824
-12.86,29.7,-20.62,-20.39,58.59,-13.03,2.053039,-3.593437,-1.370827
-10.13,27.42,-20.58,-20.64,52.09,-22.59,2.120918,-3.8181,-1.640556
-10.13,27.42,-20.58,-20.64,52.09,-22.59,2.120918,-3.8181,-1.640556
-10.13,27.42,-20.58,-20.64,52.09,-22.59,1.944532,-3.813683,-2.000069
-6.94,24.14,-20.42,-23.23,48.41,-24.57,1.46689,-3.794952,-2.446068
-2.08,18.73,-18.76,-23.1,41.1,-25.28,0.959347,-3.92733,-2.859604
-2.08,18.73,-18.76,-23.1,41.1,-25.28,0.959347,-3.92733,-2.859604
-2.08,18.73,-18.76,-23.1,41.1,-25.28,0.9555576,-4.139854,-3.183464
0.91,14.99,-17.55,-22.13,25.68,-20.88,1.27303,-4.143242,-3.149963
0.91,14.99,-17.55,-22.13,25.68,-20.88,1.424014,-4.253143,-2.916222
0.91,14.99,-17.55,-22.13,25.68,-20.88,1.424014,-4.253143,-2.916222
3.77,10.25,-15.27,-20.71,18.42,-18.12,1.243797,-4.448196,-2.531334
3.77,10.25,-15.27,-20.71,18.42,-18.12,0.7849703,-4.657852,-2.073929
3.77,10.25,-15.27,-20.71,18.42,-18.12,0.7849703,-4.657852,-2.073929
3.77,10.25,-15.27,-20.71,18.42,-18.12,0.1910477,-4.88781,-1.638214
7.35,5.7,-13.73,-21.4,14.73,-15.21,-0.3170776,-5.120209,-1.290131
7.96,4.42,-12.76,-23.91,15.23,-11.83,-0.5484619,-5.31321,-1.060623
7.96,4.42,-12.76,-23.91,15.23,-11.83,-0.5484619,-5.31321,-1.060623
7.47,5.31,-11.96,-25.41,16.73,-9.2,-0.4084778,-5.377815,-0.9136047
7.47,5.31,-11.96,-25.41,16.73,-9.2,0.0136704,-5.359055,-0.695343
7.47,5.31,-11.96,-25.41,16.73,-9.2,0.0136704,-5.359055,-0.695343
7.47,5.31,-11.96,-25.41,16.73,-9.2,0.5268674,-5.318115,-0.2974167
6.69,9.39,-13.97,-26.45,17.76,-2.67,1.08606,-5.327408,0.6583481
4.11,14.54,-10.67,-25.84,17.31,-0.23,1.213916,-5.391006,1.421204
4.11,14.54,-10.67,-25.84,17.31,-0.23,1.213916,-5.391006,1.421204
4.11,14.54,-10.67,-25.84,17.31,-0.23,1.201802,-5.531281,2.136391
1.72,19.96,-8.57,-23.07,15.93,1.89,1.175736,-5.729149,2.727203
1.72,19.96,-8.57,-23.07,15.93,1.89,1.175736,-5.729149,2.727203
-4.91,33.82,-2.83,-20.9,16.32,0.05,1.251057,-5.942245,3.176384
-4.91,33.82,-2.83,-20.9,16.32,0.05,1.453145,-6.169121,3.50737
-4.91,33.82,-2.83,-20.9,16.32,0.05,1.734499,-6.369743,3.746117
-4.91,33.82,-2.83,-20.9,16.32,0.05,1.734499,-6.369743,3.746117
-8.32,40.81,0.53,-18.45,22.06,-7.52,2.020542,-6.569511,3.905205
-11.45,50.08,1.25,-14.06,17.67,-7.22,2.24072,-6.75074,4.014473
-11.45,50.08,1.25,-14.06,17.67,-7.22,2.363601,-6.773621,4.090134
-11.45,50.08,1.25,-14.06,17.67,-7.22,2.363601,-6.773621,4.090134
-16.23,56.91,-1.25,-10.09,13.7,-6.4,2.400683,-6.586365,4.171402
-16.23,56.91,-1.25,-10.09,13.7,-6.4,2.345669,-6.313934,4.284363
-16.23,56.91,-1.25,-10.09,13.7,-6.4,2.345669,-6.313934,4.284363
-20.26,61.77,-9.96,-8.03,11.64,-5.92,2.121622,-5.784294,4.440163
-20.26,61.77,-9.96,-8.03,11.64,-5.92,2.059092,-5.579193,4.475708
-22.1,60.35,-12.66,-3.71,7.32,-5.42,2.008754,-4.982376,4.340439
-22.1,60.35,-12.66,-3.71,7.32,-5.42,2.008754,-4.982376,4.340439
-22.1,60.35,-12.66,-3.71,7.32,-5.42,2.066826,-4.630013,3.967285
-24.9,59.87,-22.31,-1.43,5.05,-4.48,2.292609,-4.257294,3.550667
-24.9,59.87,-22.31,-1.43,5.05,-4.48,2.292609,-4.257294,3.550667
-25.78,52.08,-27.34,3.02,0.59,-4.07,2.946258,-3.602715,3.353081
-25.78,52.08,-27.34,3.02,0.59,-4.07,3.709113,-3.187187,3.300629
-26.18,46.95,-28.22,5.16,-1.55,-3.19,4.074622,-2.906059,3.263924
-26.18,46.95,-28.22,5.16,-1.55,-3.19,4.074622,-2.906059,3.263924
-25.83,40.41,-27.62,8.73,2.96,-10.99,3.999438,-2.596527,3.212227
-25.83,40.41,-27.62,8.73,2.96,-10.99,3.796429,-2.539604,3.227898
-25.83,40.41,-27.62,8.73,2.96,-10.99,3.796429,-2.539604,3.227898
-25.42,27.14,-22.34,9.78,5.13,-13.91,3.658527,-2.593216,3.266914
-25.42,27.14,-22.34,9.78,5.13,-13.91,3.584806,-2.64212,3.330231
-25.76,22.09,-18.52,10.24,7.04,-15.48,3.57702,-2.665726,3.371155
-25.76,22.09,-18.52,10.24,7.04,-15.48,3.57702,-2.665726,3.371155
-25.76,22.09,-18.52,10.24,7.04,-15.48,3.542926,-2.762589,3.496933
-26.88,19.63,-14.6,9.48,8.42,-15.53,3.358142,-2.822487,3.769981
-28.38,20.19,-8.9,8.29,10.61,-15.52,3.091383,-2.881592,3.921616
-28.38,20.19,-8.9,8.29,10.61,-15.52,3.091383,-2.881592,3.921616
-31.21,24.92,-7.46,6.47,14.15,-12.19,2.748613,-3.056679,4.015579
-31.21,24.92,-7.46,6.47,14.15,-12.19,2.417864,-3.219276,4.080116
-31.21,24.92,-7.46,6.47,14.15,-12.19,2.417864,-3.219276,4.080116
-31.21,24.92,-7.46,6.47,14.15,-12.19,2.137946,-3.393318,4.173653
-31.82,28.7,-7.43,0.51,26.05,-13.34,1.914126,-3.574295,4.370926
-30.2,34.03,-10.26,-3.13,33.49,-11.29,1.711577,-3.748108,4.715149
-30.2,34.03,-10.26,-3.13,33.49,-11.29,1.711577,-3.748108,4.715149
-28.07,35.24,-12.78,-6.67,40.92,-5.12,1.452949,-3.94133,5.185837
-28.07,35.24,-12.78,-6.67,40.92,-5.12,1.107594,-4.102966,5.69146
-28.07,35.24,-12.78,-6.67,40.92,-5.12,1.107594,-4.102966,5.69146
-26.01,35.96,-15,-12.4,53.05,-9.33,0.5275488,-4.060867,6.324203
-26.01,35.96,-15,-12.4,53.05,-9.33,0.4012051,-3.947693,6.454132
-23.63,36.81,-17.49,-14.38,56.72,-11.39,0.2981639,-3.593407,6.506805
-23.63,36.81,-17.49,-14.38,56.72,-11.39,0.2981639,-3.593407,6.506805
-19.47,33.39,-17.95,-16.17,59,-14.38,0.3503199,-3.165581,6.05542
-19.47,33.39,-17.95,-16.17,59,-14.38,0.367392,-3.009361,5.5896
-19.47,33.39,-17.95,-16.17,59,-14.38,0.367392,-3.009361,5.5896
-17.51,31.96,-18.29,-19.63,59.49,-20.2,0.3774051,-2.883553,5.139412
-17.51,31.96,-18.29,-19.63,59.49,-20.2,0.4184899,-2.72596,4.698547
-13.41,28.52,-18.94,-21.02,57.83,-22.44,0.4764543,-2.508026,4.270157
-13.41,28.52,-18.94,-21.02,57.83,-22.44,0.4764543,-2.508026,4.270157
-11.14,26.16,-18.8,-22.05,50.32,-24.99,0.5456934,-2.359833,3.893364
-11.14,26.16,-18.8,-22.05,50.32,-24.99,0.5456934,-2.359833,3.893364
-8.95,23.1,-17.62,-22.88,51.15,-30.49,0.5216446,-2.446632,2.867218
-8.95,23.1,-17.62,-22.88,51.15,-30.49,0.5216446,-2.446632,2.867218
-4.84,18.43,-16.8,-22.88,40,-24.41,0.2351718,-2.096458,1.686722
-4.84,18.43,-16.8,-22.88,40,-24.41,0.1782408,-2.052849,1.340828
-4.84,18.43,-16.8,-22.88,40,-24.41,0.1782408,-2.052849,1.340828
-2.83,15.87,-15.96,-23.07,34.14,-26.15,0.3058071,-2.116508,0.8382645
-2.83,15.87,-15.96,-23.07,34.14,-26.15,0.6916843,-2.338058,0.3829575
-0.9,12.8,-14.26,-23.53,28.72,-22.93,0.627121,-2.577339,0.2401428
-0.9,12.8,-14.26,-23.53,28.72,-22.93,0.627121,-2.577339,0.2401428
2.59,8.63,-13.16,-24.34,20.22,-15.06,0.2305851,-2.7715,0.3397751
3.59,7.02,-11.94,-25.91,19.48,-11.42,-0.2936401,-2.953117,0.583847
3.59,7.02,-11.94,-25.91,19.48,-11.42,-0.2936401,-2.953117,0.583847
3.59,7.02,-11.94,-25.91,19.48,-11.42,-0.7325439,-3.04528,0.7587738
3.59,7.02,-11.94,-25.91,19.48,-11.42,-0.9866028,-3.171257,0.8006592
3.88,6.72,-10.11,-26.54,20,-9.66,-1.008362,-3.368309,0.7364044
3.88,6.72,-10.11,-26.54,20,-9.66,-1.008362,-3.368309,0.7364044
2.65,9.05,-9.75,-26.79,23.52,-9.84,-0.7693481,-3.520386,0.5733795
2.65,9.05,-9.75,-26.79,23.52,-9.84,-0.3041382,-3.583908,0.4199142
2.65,9.05,-9.75,-26.79,23.52,-9.84,-0.3041382,-3.583908,0.4199142
2.65,9.05,-9.75,-26.79,23.52,-9.84,0.2827799,-3.641571,0.3713608
1.31,12.3,-9.55,-26.49,26.04,-7.17,1.078801,-3.759201,0.5442047
-0.52,19.94,-6.93,-25.54,28.24,-8.58,1.255096,-3.796425,0.6277847
-0.52,19.94,-6.93,-25.54,28.24,-8.58,1.255096,-3.796425,0.6277847
-0.52,19.94,-6.93,-25.54,28.24,-8.58,1.454576,-3.923515,0.7544708
-6.23,29.27,2.97,-22.07,24.77,-6.84,1.473235,-4.226547,0.8087006
-6.23,29.27,2.97,-22.07,24.77,-6.84,1.410206,-4.520035,0.7391968
-6.23,29.27,2.97,-22.07,24.77,-6.84,1.410206,-4.520035,0.7391968
-13.65,44.49,1.76,-16.75,25.06,-12.45,1.454385,-4.706551,0.5631409
-13.65,44.49,1.76,-16.75,25.06,-12.45,1.654417,-4.755569,0.2872314
-13.65,44.49,1.76,-16.75,25.06,-12.45,1.654417,-4.755569,0.2872314
-20.32,58.28,0.27,-14.33,25.49,-15.3,1.926859,-4.658653,-0.04232788
-22.66,64.32,-4.97,-9.8,24.95,-19.29,2.171849,-4.533493,-0.3738785
