上楼梯,,,,,,,,
L_Thign,L_calf,L_Foot,R_Thign,R_calf,R_Foot,Pelvis_x,Pelvis_y,Pelvis_z
-16.88,41.32,5.03,-26.45,50.31,-30.16,6.408872,-15.25531,52.33069
-16.88,41.32,5.03,-26.45,50.31,-30.16,6.408872,-15.25531,52.33069
-16.88,41.32,5.03,-26.45,50.31,-30.16,6.408872,-15.25531,52.33069
-16.88,41.32,5.03,-26.45,50.31,-30.16,7.164279,-15.31841,53.10297
-16.88,41.32,5.03,-26.45,50.31,-30.16,7.164279,-15.31841,53.10297
-26.3,65.08,-7.12,-19.97,40.08,-26.09,7.708145,-15.38947,53.51361
-26.3,65.08,-7.12,-19.97,40.08,-26.09,7.708145,-15.38947,53.51361
-29.62,71.23,-11.75,-16.23,33.37,-22.97,8.284896,-15.39796,54.00195
-29.62,71.23,-11.75,-16.23,33.37,-22.97,8.284896,-15.39796,54.00195
-29.62,71.23,-11.75,-16.23,33.37,-22.97,8.778052,-15.37298,54.59808
-29.62,71.23,-11.75,-16.23,33.37,-22.97,8.778052,-15.37298,54.59808
-40.19,82.2,-25.12,-13.06,27.31,-19.9,9.261184,-15.20877,55.38037
-40.19,82.2,-25.12,-13.06,27.31,-19.9,9.261184,-15.20877,55.38037
-40.19,82.2,-25.12,-13.06,27.31,-19.9,9.261184,-15.20877,55.38037
-43.07,83.38,-29.78,-10.54,23.52,-18.58,9.462748,-15.0415,55.87958
-43.07,83.38,-29.78,-10.54,23.52,-18.58,9.462748,-15.0415,55.87958
-43.07,83.38,-29.78,-10.54,23.52,-18.58,9.445551,-14.75393,56.20087
-43.07,83.38,-29.78,-10.54,23.52,-18.58,9.445551,-14.75393,56.20087
-48.82,81.59,-40.81,-8.34,18.8,-16.11,9.441104,-14.37907,56.38641
-48.82,81.59,-40.81,-8.34,18.8,-16.11,9.441104,-14.37907,56.38641
-50.05,80.02,-42.28,-6.49,16.54,-15.86,9.542012,-13.88669,56.91742
-50.05,80.02,-42.28,-6.49,16.54,-15.86,9.542012,-13.88669,56.91742
-50.05,80.02,-42.28,-6.49,16.54,-15.86,9.542012,-13.88669,56.91742
-50.05,80.02,-42.28,-6.49,16.54,-15.86,9.08315,-13.43927,57.10806
-50.05,80.02,-42.28,-6.49,16.54,-15.86,9.08315,-13.43927,57.10806
-51.51,75.46,-38.49,-4.99,15.06,-15.79,8.223917,-13.45914,55.73199
-51.51,75.46,-38.49,-4.99,15.06,-15.79,8.223917,-13.45914,55.73199
-51.19,75.43,-37.56,-3.78,14.93,-16.51,7.609224,-13.53538,54.31555
-51.19,75.43,-37.56,-3.78,14.93,-16.51,7.609224,-13.53538,54.31555
-51.19,75.43,-37.56,-3.78,14.93,-16.51,6.880004,-13.49007,53.09332
-51.19,75.43,-37.56,-3.78,14.93,-16.51,6.880004,-13.49007,53.09332
-48.52,74.04,-37.07,-3.18,14.98,-16.49,5.77732,-13.33829,51.82532
-48.52,74.04,-37.07,-3.18,14.98,-16.49,5.77732,-13.33829,51.82532
-48.52,74.04,-37.07,-3.18,14.98,-16.49,5.77732,-13.33829,51.82532
-44.61,72.28,-36.2,-4.2,17.99,-12.39,4.955779,-13.29977,50.90189
-44.61,72.28,-36.2,-4.2,17.99,-12.39,4.955779,-13.29977,50.90189
-39.62,67.46,-35.39,-6.56,21.88,-9.18,4.200778,-13.40646,49.81922
-39.62,67.46,-35.39,-6.56,21.88,-9.18,4.200778,-13.40646,49.81922
-39.62,67.46,-35.39,-6.56,21.88,-9.18,3.363684,-13.70611,48.32116
-39.62,67.46,-35.39,-6.56,21.88,-9.18,3.363684,-13.70611,48.32116
-34.19,60.65,-33.32,-17.42,43.63,-1.39,2.889548,-13.95737,47.35311
-34.19,60.65,-33.32,-17.42,43.63,-1.39,2.889548,-13.95737,47.35311
-28.96,54.39,-31.47,-20.53,51.92,-3.24,2.377477,-14.18418,46.52906
-28.96,54.39,-31.47,-20.53,51.92,-3.24,2.377477,-14.18418,46.52906
-28.96,54.39,-31.47,-20.53,51.92,-3.24,2.377477,-14.18418,46.52906
-28.96,54.39,-31.47,-20.53,51.92,-3.24,1.792371,-14.37157,45.60873
-28.96,54.39,-31.47,-20.53,51.92,-3.24,1.792371,-14.37157,45.60873
-21.46,42.69,-26.42,-28.82,72.09,-20.23,1.41934,-14.41325,45.06594
-21.46,42.69,-26.42,-28.82,72.09,-20.23,1.41934,-14.41325,45.06594
-21.46,42.69,-26.42,-28.82,72.09,-20.23,0.9421489,-14.35432,44.51899
-21.46,42.69,-26.42,-28.82,72.09,-20.23,0.9421489,-14.35432,44.51899
-19.34,38.89,-24.35,-31.97,76.89,-29.33,0.4403279,-14.23524,43.86261
-19.34,38.89,-24.35,-31.97,76.89,-29.33,0.4403279,-14.23524,43.86261
-19.34,38.89,-24.35,-31.97,76.89,-29.33,0.4403279,-14.23524,43.86261
-15.81,31.92,-20.23,-38.22,82.54,-35.73,0.1080701,-13.96227,43.0403
-15.81,31.92,-20.23,-38.22,82.54,-35.73,0.1080701,-13.96227,43.0403
-15.81,31.92,-20.23,-38.22,82.54,-35.73,0.2296181,-13.65752,42.85381
-15.81,31.92,-20.23,-38.22,82.54,-35.73,0.2296181,-13.65752,42.85381
-14.49,29.01,-18.37,-40.91,80.86,-35.56,0.4114452,-13.35733,42.88224
-14.49,29.01,-18.37,-40.91,80.86,-35.56,0.4114452,-13.35733,42.88224
-14.49,27.65,-17.01,-43.27,79.65,-32,0.2137749,-12.62622,43.18341
-14.49,27.65,-17.01,-43.27,79.65,-32,0.2137749,-12.62622,43.18341
-14.49,27.65,-17.01,-43.27,79.65,-32,0.5980136,-12.25396,43.8808
-14.49,27.65,-17.01,-43.27,79.65,-32,0.5980136,-12.25396,43.8808
-14.49,27.65,-17.01,-43.27,79.65,-32,0.5980136,-12.25396,43.8808
-14.49,27.65,-17.01,-43.27,79.65,-32,1.4096,-12.19604,45.03234
-14.49,27.65,-17.01,-43.27,79.65,-32,1.4096,-12.19604,45.03234
-12.53,24.05,-14.59,-48.1,80.82,-41.9,2.177394,-12.17725,46.10248
-12.53,24.05,-14.59,-48.1,80.82,-41.9,2.177394,-12.17725,46.10248
-12.53,24.05,-14.59,-48.1,80.82,-41.9,3.029601,-12.22304,47.22214
-12.53,24.05,-14.59,-48.1,80.82,-41.9,3.029601,-12.22304,47.22214
-11.49,22.74,-13.91,-50.58,76.93,-38.59,3.65074,-12.34346,48.17181
-11.49,22.74,-13.91,-50.58,76.93,-38.59,3.65074,-12.34346,48.17181
-8.06,19.9,-11.92,-50.21,74.19,-36.85,4.576787,-12.51112,49.23484
-8.06,19.9,-11.92,-50.21,74.19,-36.85,4.576787,-12.51112,49.23484
-8.06,19.9,-11.92,-50.21,74.19,-36.85,4.576787,-12.51112,49.23484
-8.06,19.9,-11.92,-50.21,74.19,-36.85,5.247044,-12.68105,50.05331
-8.06,19.9,-11.92,-50.21,74.19,-36.85,5.247044,-12.68105,50.05331
-6.98,19.19,-10.31,-45.73,70.61,-36.64,5.728132,-12.94262,50.86981
-6.98,19.19,-10.31,-45.73,70.61,-36.64,5.728132,-12.94262,50.86981
-8.63,21.78,0.24,-36.08,62.06,-36.29,6.287221,-13.35569,51.74411
-8.63,21.78,0.24,-36.08,62.06,-36.29,6.287221,-13.35569,51.74411
-8.63,21.78,0.24,-36.08,62.06,-36.29,6.723248,-13.73426,52.1781
-8.63,21.78,0.24,-36.08,62.06,-36.29,6.723248,-13.73426,52.1781
-8.63,21.78,0.24,-36.08,62.06,-36.29,6.723248,-13.73426,52.1781
-14.2,31.85,1.44,-33.05,58.84,-35.72,7.117212,-14.03699,52.47333
-14.2,31.85,1.44,-33.05,58.84,-35.72,7.117212,-14.03699,52.47333
-20.52,51.58,0.19,-24.58,48.07,-32.11,7.693493,-14.29814,52.75183
-20.52,51.58,0.19,-24.58,48.07,-32.11,7.693493,-14.29814,52.75183
-20.52,51.58,0.19,-24.58,48.07,-32.11,8.089761,-14.5348,52.93524
-20.52,51.58,0.19,-24.58,48.07,-32.11,8.089761,-14.5348,52.93524
-25.96,61.28,-4.6,-22.17,44.51,-30.48,8.397544,-14.75344,53.12775
-25.96,61.28,-4.6,-22.17,44.51,-30.48,8.397544,-14.75344,53.12775
-34.69,76.67,-17.26,-15.97,34.23,-24.85,8.656175,-14.71248,53.23859
-34.69,76.67,-17.26,-15.97,34.23,-24.85,8.656175,-14.71248,53.23859
-34.69,76.67,-17.26,-15.97,34.23,-24.85,8.656175,-14.71248,53.23859
-34.69,76.67,-17.26,-15.97,34.23,-24.85,8.504202,-14.5416,53.1239
-34.69,76.67,-17.26,-15.97,34.23,-24.85,8.504202,-14.5416,53.1239
-37.67,79.79,-25.8,-14.1,29.45,-21.04,8.022505,-14.22992,52.73956
-37.67,79.79,-25.8,-14.1,29.45,-21.04,8.022505,-14.22992,52.73956
-40.4,80.65,-29.04,-10.8,24.8,-19.35,7.50703,-13.908,52.27817
-40.4,80.65,-29.04,-10.8,24.8,-19.35,7.50703,-13.908,52.27817
-46.86,83.44,-41.04,-7.71,18.99,-16,7.183592,-13.47417,51.8183
-46.86,83.44,-41.04,-7.71,18.99,-16,7.183592,-13.47417,51.8183
-46.86,83.44,-41.04,-7.71,18.99,-16,7.183592,-13.47417,51.8183
-49.55,81.56,-40.51,-7.06,18,-15.5,6.638976,-13.24855,50.59875
-49.55,81.56,-40.51,-7.06,18,-15.5,6.638976,-13.24855,50.59875
-49.55,81.56,-40.51,-7.06,18,-15.5,5.880354,-13.11252,48.36975
-49.55,81.56,-40.51,-7.06,18,-15.5,5.880354,-13.11252,48.36975
-50.24,79.98,-43.15,-6.45,17.33,-15.21,5.319076,-12.95485,46.86237
-50.24,79.98,-43.15,-6.45,17.33,-15.21,5.319076,-12.95485,46.86237
-50.27,77.99,-41.67,-5.18,16.36,-14.57,4.854065,-12.82666,45.79273
-50.27,77.99,-41.67,-5.18,16.36,-14.57,4.854065,-12.82666,45.79273
-47.95,73.55,-39.37,-4.6,16.01,-13.69,4.008736,-12.83101,44.73029
-47.95,73.55,-39.37,-4.6,16.01,-13.69,4.008736,-12.83101,44.73029
-47.95,73.55,-39.37,-4.6,16.01,-13.69,4.008736,-12.83101,44.73029
-42.92,68.23,-37.99,-4.53,16.03,-5.87,3.245295,-12.98626,43.88711
-42.92,68.23,-37.99,-4.53,16.03,-5.87,3.245295,-12.98626,43.88711
-42.92,68.23,-37.99,-4.53,16.03,-5.87,2.599958,-13.23367,43.07802
-42.92,68.23,-37.99,-4.53,16.03,-5.87,2.599958,-13.23367,43.07802
-37.97,64.5,-39.03,-6.34,18.49,-1.52,2.098152,-13.50277,42.36728
-37.97,64.5,-39.03,-6.34,18.49,-1.52,2.098152,-13.50277,42.36728
-33.46,59.92,-37.66,-16.82,38.6,8.67,1.481071,-13.83284,41.60056
-33.46,59.92,-37.66,-16.82,38.6,8.67,1.481071,-13.83284,41.60056
-33.46,59.92,-37.66,-16.82,38.6,8.67,1.038481,-14.08325,41.06542
-33.46,59.92,-37.66,-16.82,38.6,8.67,1.038481,-14.08325,41.06542
-33.46,59.92,-37.66,-16.82,38.6,8.67,1.038481,-14.08325,41.06542
-28.72,54.27,-36.28,-20.36,47.77,8.53,0.388706,-14.38514,40.53154
-28.72,54.27,-36.28,-20.36,47.77,8.53,0.388706,-14.38514,40.53154
-26.38,51.05,-34.36,-23.36,56.62,6.37,-0.144043,-14.4805,40.22875
-26.38,51.05,-34.36,-23.36,56.62,6.37,-0.144043,-14.4805,40.22875
-24.14,46.42,-31.45,-28.97,71.54,-5.55,-0.5763245,-14.40424,39.94475
-24.14,46.42,-31.45,-28.97,71.54,-5.55,-0.5763245,-14.40424,39.94475
-21.93,42.82,-29.06,-32.14,77.29,-18.24,-0.8875122,-14.03667,39.69672
-21.93,42.82,-29.06,-32.14,77.29,-18.24,-0.8875122,-14.03667,39.69672
-17.97,37.42,-27.18,-38.72,84.83,-24.81,-0.8401489,-13.77109,39.86036
-17.97,37.42,-27.18,-38.72,84.83,-24.81,-0.8401489,-13.77109,39.86036
-17.97,37.42,-27.18,-38.72,84.83,-24.81,-0.8401489,-13.77109,39.86036
-16.3,32.93,-23.97,-41.59,85.4,-28.04,-0.8367615,-13.53526,40.13997
-16.3,32.93,-23.97,-41.59,85.4,-28.04,-0.8367615,-13.53526,40.13997
-13.69,29.06,-22.08,-44.05,85.14,-35.97,-0.8264465,-12.93706,40.99802
-13.69,29.06,-22.08,-44.05,85.14,-35.97,-0.8264465,-12.93706,40.99802
-12.71,27,-20.75,-48.43,83.07,-34.25,-0.2712097,-12.7244,42.12963
-12.71,27,-20.75,-48.43,83.07,-34.25,-0.2712097,-12.7244,42.12963
-10.43,23,-18.51,-52.03,80.78,-35.58,0.4158046,-12.8026,43.40434
-10.43,23,-18.51,-52.03,80.78,-35.58,0.4158046,-12.8026,43.40434
-10.43,23,-18.51,-52.03,80.78,-35.58,0.4158046,-12.8026,43.40434
-10.43,23,-18.51,-52.03,80.78,-35.58,1.212052,-12.86353,44.78601
-10.43,23,-18.51,-52.03,80.78,-35.58,1.212052,-12.86353,44.78601
-9.59,22.11,-17.65,-53.13,79.72,-34.36,2.384148,-12.91001,46.58111
-9.59,22.11,-17.65,-53.13,79.72,-34.36,2.384148,-12.91001,46.58111
-8.67,21.3,-17.13,-52.28,77.12,-32.01,3.100926,-13.00342,47.72467
-8.67,21.3,-17.13,-52.28,77.12,-32.01,3.100926,-13.00342,47.72467
-8.67,21.3,-17.13,-52.28,77.12,-32.01,3.909444,-13.11275,48.78818
-8.67,21.3,-17.13,-52.28,77.12,-32.01,3.909444,-13.11275,48.78818
-6.09,19.07,-12.48,-47.54,73.03,-30.41,5.033058,-13.42405,50.53858
-6.09,19.07,-12.48,-47.54,73.03,-30.41,5.033058,-13.42405,50.53858
-6.09,19.07,-12.48,-47.54,73.03,-30.41,5.033058,-13.42405,50.53858
-6.03,19.09,-8.95,-41.06,67.47,-31.58,5.682427,-13.689,51.99139
-6.03,19.09,-8.95,-41.06,67.47,-31.58,5.682427,-13.689,51.99139
-8.84,22.87,0.71,-37.62,64.17,-31.59,6.363004,-13.9288,53.42228
-8.84,22.87,0.71,-37.62,64.17,-31.59,6.363004,-13.9288,53.42228
-11.64,27.84,4.97,-34.5,60.38,-30.78,7.066388,-14.26164,55.20374
-11.64,27.84,4.97,-34.5,60.38,-30.78,7.066388,-14.26164,55.20374
-14.83,34.58,7.24,-28.57,53.74,-29.93,7.518724,-14.44487,56.4263
-14.83,34.58,7.24,-28.57,53.74,-29.93,7.518724,-14.44487,56.4263
-14.83,34.58,7.24,-28.57,53.74,-29.93,7.518724,-14.44487,56.4263
-20.89,50.93,3.63,-25.95,50.25,-28.96,8.185761,-14.75285,57.79163
-20.89,50.93,3.63,-25.95,50.25,-28.96,8.185761,-14.75285,57.79163
-23.72,59,-0.72,-23.47,45.43,-26.48,8.712244,-14.86804,58.65851
-23.72,59,-0.72,-23.47,45.43,-26.48,8.712244,-14.86804,58.65851
-26.5,68.85,-9.08,-18.97,39.57,-25.04,9.102681,-14.93375,59.53632
-26.5,68.85,-9.08,-18.97,39.57,-25.04,9.102681,-14.93375,59.53632
-32.71,76.26,-16.4,-16.93,36.12,-23.56,9.233588,-14.95811,60.27191
-32.71,76.26,-16.4,-16.93,36.12,-23.56,9.233588,-14.95811,60.27191
-36.03,79.39,-20.7,-13.09,29.44,-20.58,9.052881,-14.89803,60.70139
-36.03,79.39,-20.7,-13.09,29.44,-20.58,9.052881,-14.89803,60.70139
-36.03,79.39,-20.7,-13.09,29.44,-20.58,9.052881,-14.89803,60.70139
-41.89,81.97,-23.02,-11.42,26.45,-19.17,8.198208,-14.38409,60.81091
-41.89,81.97,-23.02,-11.42,26.45,-19.17,8.198208,-14.38409,60.81091
-44.37,81.93,-33.28,-9.94,23.8,-17.89,7.590765,-13.98335,61.02175
-44.37,81.93,-33.28,-9.94,23.8,-17.89,7.590765,-13.98335,61.02175
-46.43,81.17,-36.68,-8.62,20.61,-15.79,6.937553,-13.34665,61.92157
-46.43,81.17,-36.68,-8.62,20.61,-15.79,6.937553,-13.34665,61.92157
-49.66,78.48,-36.47,-6.38,17.76,-15.05,6.182422,-13.0194,62.17401
-49.66,78.48,-36.47,-6.38,17.76,-15.05,6.182422,-13.0194,62.17401
-49.31,82.44,-22.69,-14.07,32.4,-6.38,8.392202,-13.26764,-121.5127
-49.31,82.44,-22.69,-14.07,32.4,-6.38,8.392202,-13.26764,-121.5127
-49.31,82.44,-22.69,-14.07,32.4,-6.38,8.392202,-13.26764,-121.5127
-51.25,81.39,-26.8,-10.62,26.31,-4.57,8.199286,-13.10919,-121.5715
-51.25,81.39,-26.8,-10.62,26.31,-4.57,8.199286,-13.10919,-121.5715
-51.25,81.39,-26.8,-10.62,26.31,-4.57,7.872112,-13.34413,-122.4009
-51.25,81.39,-26.8,-10.62,26.31,-4.57,7.872112,-13.34413,-122.4009
-53.94,78.22,-26.91,-9.07,23.57,-4.02,7.43312,-13.50809,-123.514
-53.94,78.22,-26.91,-9.07,23.57,-4.02,7.43312,-13.50809,-123.514
-54.14,73.36,-29.13,-5.06,17.42,-2.66,6.483079,-13.61562,-124.9483
-54.14,73.36,-29.13,-5.06,17.42,-2.66,6.483079,-13.61562,-124.9483
-54.14,73.36,-29.13,-5.06,17.42,-2.66,5.649745,-13.6929,-125.95
-54.14,73.36,-29.13,-5.06,17.42,-2.66,5.649745,-13.6929,-125.95
-54.14,73.36,-29.13,-5.06,17.42,-2.66,5.649745,-13.6929,-125.95
-52.05,71.08,-27.43,-3.93,16.11,-2.14,4.451866,-13.76627,-127.3468
-52.05,71.08,-27.43,-3.93,16.11,-2.14,4.451866,-13.76627,-127.3468
-47.35,68.38,-27,-1.87,13.27,2.81,3.46998,-13.88544,-128.7331
-47.35,68.38,-27,-1.87,13.27,2.81,3.46998,-13.88544,-128.7331
-47.35,68.38,-27,-1.87,13.27,2.81,2.61519,-14.04417,-130.4738
-47.35,68.38,-27,-1.87,13.27,2.81,2.61519,-14.04417,-130.4738
-41.64,62.88,-27.11,-2.96,14.51,6.23,1.954335,-14.27415,-132.1422
-41.64,62.88,-27.11,-2.96,14.51,6.23,1.954335,-14.27415,-132.1422
-41.64,62.88,-27.11,-2.96,14.51,6.23,1.954335,-14.27415,-132.1422
-35.99,57.48,-27.03,-12.68,33.07,14.94,0.9655342,-14.56921,-134.0867
-35.99,57.48,-27.03,-12.68,33.07,14.94,0.9655342,-14.56921,-134.0867
-35.99,57.48,-27.03,-12.68,33.07,14.94,0.01287651,-14.62952,-135.3316
-35.99,57.48,-27.03,-12.68,33.07,14.94,0.01287651,-14.62952,-135.3316
-30.86,51.13,-25.66,-16.42,42.74,14.5,-0.949707,-14.52548,-136.4501
-30.86,51.13,-25.66,-16.42,42.74,14.5,-0.949707,-14.52548,-136.4501
-26.14,43.48,-22.22,-25.79,69.13,-1.11,-1.926788,-14.20145,-137.6482
-26.14,43.48,-22.22,-25.79,69.13,-1.11,-1.926788,-14.20145,-137.6482
-26.14,43.48,-22.22,-25.79,69.13,-1.11,-2.290833,-13.73479,-138.0909
-26.14,43.48,-22.22,-25.79,69.13,-1.11,-2.290833,-13.73479,-138.0909
-26.14,43.48,-22.22,-25.79,69.13,-1.11,-2.290833,-13.73479,-138.0909
-21.58,34.55,-19.54,-36.93,84.15,-19.92,-2.320435,-13.06069,-137.9436
-21.58,34.55,-19.54,-36.93,84.15,-19.92,-2.320435,-13.06069,-137.9436
-15.69,28.56,-17.15,-40.61,84.44,-21.75,-2.307343,-12.85869,-137.6536
-15.69,28.56,-17.15,-40.61,84.44,-21.75,-2.307343,-12.85869,-137.6536
-15.69,28.56,-17.15,-40.61,84.44,-21.75,-2.585266,-12.37685,-137.2764
-15.69,28.56,-17.15,-40.61,84.44,-21.75,-2.585266,-12.37685,-137.2764
-14.12,25.99,-15.84,-43.91,84.35,-28.99,-2.445618,-11.57784,-136.562
-14.12,25.99,-15.84,-43.91,84.35,-28.99,-2.445618,-11.57784,-136.562
-10.2,19.98,-13.33,-53.38,82.47,-27.28,-1.636719,-11.44322,-135.4577
-10.2,19.98,-13.33,-53.38,82.47,-27.28,-1.636719,-11.44322,-135.4577
-10.2,19.98,-13.33,-53.38,82.47,-27.28,-1.636719,-11.44322,-135.4577
-10.2,19.98,-13.33,-53.38,82.47,-27.28,-0.6504517,-11.58352,-134.419
-10.2,19.98,-13.33,-53.38,82.47,-27.28,-0.6504517,-11.58352,-134.419
-9.13,18.56,-12.8,-57.03,83.39,-28.23,0.4069254,-11.73872,-133.3064
-9.13,18.56,-12.8,-57.03,83.39,-28.23,0.4069254,-11.73872,-133.3064
-7.23,17.07,-11.69,-56.1,80.25,-24.21,1.625695,-12.08482,-131.8943
-7.23,17.07,-11.69,-56.1,80.25,-24.21,1.625695,-12.08482,-131.8943
-7.23,17.07,-11.69,-56.1,80.25,-24.21,2.626245,-12.37582,-130.8938
-7.23,17.07,-11.69,-56.1,80.25,-24.21,2.626245,-12.37582,-130.8938
-7.23,17.07,-11.69,-56.1,80.25,-24.21,2.626245,-12.37582,-130.8938
-7.19,17.69,-10.75,-50.93,76.02,-22.68,3.616619,-12.75423,-129.8923
-7.19,17.69,-10.75,-50.93,76.02,-22.68,3.616619,-12.75423,-129.8923
-10.72,23.74,-0.76,-43.9,71.56,-25.6,4.769153,-13.43214,-128.4259
-10.72,23.74,-0.76,-43.9,71.56,-25.6,4.769153,-13.43214,-128.4259
-10.72,23.74,-0.76,-43.9,71.56,-25.6,5.479298,-14.03743,-127.3275
-10.72,23.74,-0.76,-43.9,71.56,-25.6,5.479298,-14.03743,-127.3275
-13.34,31.02,1.22,-36.75,64.57,-26.11,6.228823,-14.64312,-126.3333
-13.34,31.02,1.22,-36.75,64.57,-26.11,6.228823,-14.64312,-126.3333
-23.05,49.33,6.4,-27.61,53.39,-24.62,7.228875,-15.32321,-125.2054
-23.05,49.33,6.4,-27.61,53.39,-24.62,7.228875,-15.32321,-125.2054
-23.05,49.33,6.4,-27.61,53.39,-24.62,7.228875,-15.32321,-125.2054
-23.05,49.33,6.4,-27.61,53.39,-24.62,7.9922,-15.69988,-124.4209
-23.05,49.33,6.4,-27.61,53.39,-24.62,7.9922,-15.69988,-124.4209
-29.44,64.95,-2.31,-25.12,49.76,-23.71,8.738089,-16.0279,-123.6351
-29.44,64.95,-2.31,-25.12,49.76,-23.71,8.738089,-16.0279,-123.6351
-35.94,77.05,-17.74,-18.75,39.11,-19.98,9.367137,-16.13122,-122.8292
-35.94,77.05,-17.74,-18.75,39.11,-19.98,9.367137,-16.13122,-122.8292
-35.94,77.05,-17.74,-18.75,39.11,-19.98,9.751966,-16.08014,-121.9178
-35.94,77.05,-17.74,-18.75,39.11,-19.98,9.751966,-16.08014,-121.9178
-35.94,77.05,-17.74,-18.75,39.11,-19.98,9.751966,-16.08014,-121.9178
-42.37,82.78,-28.32,-16.79,35.58,-18.53,9.580682,-16.10785,-121.6502
-42.37,82.78,-28.32,-16.79,35.58,-18.53,9.580682,-16.10785,-121.6502
-44.9,83.92,-33.53,-14.91,30.6,-15.63,9.182304,-16.15173,-121.717
-44.9,83.92,-33.53,-14.91,30.6,-15.63,9.182304,-16.15173,-121.717
-46.96,81.92,-36.43,-11.64,25.93,-14.31,9.165486,-16.35072,-121.6645
-46.96,81.92,-36.43,-11.64,25.93,-14.31,9.165486,-16.35072,-121.6645
-49.78,82.4,-45.53,-10.2,23.28,-13.16,8.83649,-16.50033,-122.0819
-49.78,82.4,-45.53,-10.2,23.28,-13.16,8.83649,-16.50033,-122.0819
-50.8,81.24,-46.62,-8.85,20.28,-11.38,8.20989,-16.9892,-123.5072
-50.8,81.24,-46.62,-8.85,20.28,-11.38,8.20989,-16.9892,-123.5072
-50.8,81.24,-46.62,-8.85,20.28,-11.38,8.20989,-16.9892,-123.5072
-51.32,78.35,-44.35,-6.13,17.06,-10.63,7.23131,-17.33746,-125.8288
-51.32,78.35,-44.35,-6.13,17.06,-10.63,7.23131,-17.33746,-125.8288
-50.53,76.87,-41.28,-4.68,15.19,-9.73,6.379652,-17.48772,-127.3255
-50.53,76.87,-41.28,-4.68,15.19,-9.73,6.379652,-17.48772,-127.3255
-49.15,75.16,-39.4,-2.02,11.49,-6.61,5.131234,-17.57077,-128.9097
-49.15,75.16,-39.4,-2.02,11.49,-6.61,5.131234,-17.57077,-128.9097
-41.69,68.32,-37.78,-1.35,9.37,3.97,4.044241,-17.54976,-130.2157
-41.69,68.32,-37.78,-1.35,9.37,3.97,4.044241,-17.54976,-130.2157
-41.69,68.32,-37.78,-1.35,9.37,3.97,2.925945,-17.55431,-131.8431
-41.69,68.32,-37.78,-1.35,9.37,3.97,2.925945,-17.55431,-131.8431
-41.69,68.32,-37.78,-1.35,9.37,3.97,2.925945,-17.55431,-131.8431
-33.5,59.5,-36.12,-10.07,23.21,10.37,1.80583,-17.47454,-134.05
-33.5,59.5,-36.12,-10.07,23.21,10.37,1.80583,-17.47454,-134.05
-33.5,59.5,-36.12,-10.07,23.21,10.37,1.044691,-17.27537,-135.6118
-33.5,59.5,-36.12,-10.07,23.21,10.37,1.044691,-17.27537,-135.6118
-30.9,56.09,-34.97,-18.28,42.61,8.86,0.1670973,-17.01628,-137.177
-30.9,56.09,-34.97,-18.28,42.61,8.86,0.1670973,-17.01628,-137.177
-24.44,46.32,-30.58,-24.9,61.17,-6.1,-0.7169495,-16.60657,-138.69
-24.44,46.32,-30.58,-24.9,61.17,-6.1,-0.7169495,-16.60657,-138.69
-24.44,46.32,-30.58,-24.9,61.17,-6.1,-0.7169495,-16.60657,-138.69
-24.44,46.32,-30.58,-24.9,61.17,-6.1,-1.710968,-15.9119,-140.364
-24.44,46.32,-30.58,-24.9,61.17,-6.1,-1.710968,-15.9119,-140.364
-22.53,43.19,-29.04,-32.02,74.46,-16.85,-2.28363,-15.37995,-141.1854
-22.53,43.19,-29.04,-32.02,74.46,-16.85,-2.28363,-15.37995,-141.1854
-18.95,37.27,-26.15,-36.13,78.6,-21.64,-2.234863,-14.77129,-141.45
-18.95,37.27,-26.15,-36.13,78.6,-21.64,-2.234863,-14.77129,-141.45
-17.24,34.49,-24.8,-43.77,84.31,-29.54,-1.71051,-14.57018,-141.0988
-17.24,34.49,-24.8,-43.77,84.31,-29.54,-1.71051,-14.57018,-141.0988
-15.59,30.92,-22.61,-46.98,80.57,-27.95,-1.62735,-14.07799,-140.2913
-15.59,30.92,-22.61,-46.98,80.57,-27.95,-1.62735,-14.07799,-140.2913
-15.59,30.92,-22.61,-46.98,80.57,-27.95,-1.62735,-14.07799,-140.2913
-12.03,26.52,-21.11,-50.07,79.52,-29.13,-1.271637,-13.68935,-139.1025
-12.03,26.52,-21.11,-50.07,79.52,-29.13,-1.271637,-13.68935,-139.1025
-10.23,23.99,-19.99,-54.56,80.21,-33.52,-0.1541748,-13.79289,-137.4887
-10.23,23.99,-19.99,-54.56,80.21,-33.52,-0.1541748,-13.79289,-137.4887
-10.23,23.99,-19.99,-54.56,80.21,-33.52,0.8201246,-14.00892,-136.109
-10.23,23.99,-19.99,-54.56,80.21,-33.52,0.8201246,-14.00892,-136.109
-6.91,19.54,-16.71,-55.67,75.28,-27.17,1.663002,-14.26428,-134.7775
-6.91,19.54,-16.71,-55.67,75.28,-27.17,1.663002,-14.26428,-134.7775
-4.34,15.87,-7.1,-51.63,73,-26.89,2.684236,-14.58215,-133.257
-4.34,15.87,-7.1,-51.63,73,-26.89,2.684236,-14.58215,-133.257
-4.34,15.87,-7.1,-51.63,73,-26.89,2.684236,-14.58215,-133.257
-4.34,15.87,-7.1,-51.63,73,-26.89,3.636806,-14.76637,-132.1428
